headword,pos,supplement,entry,meaning,ipa,example_sentence,translated_sentence
,,,plant,"(動物に対して)植物,草木・(樹木に対して)草,草本(そうほん)( 木部があまり発達せず地上部が一年で枯れる植物)・苗,苗木・生産設備,工場,プラント設備,装置・《俗》(人をおとしいれる)わな,おとり  / 〈苗など〉‘を'植える,〈種〉‘を'まく・(植物を) ‘に'植える《+名+with+名》  / (…に)〈思想など〉‘を'植えつける《+名+in+名》・《場所の副詞[句]を伴って》(ある場所)…‘を'しっかりと置く(すえる,立てる)  / ・〈工場・生産設備など〉‘を'建設する・《俗》〈スパイ〉‘を'送りこむ,〈わな〉‘を'仕掛ける・（嫌疑がかかるように）こっそり置く",/plænt/,The rabbit eats plants for food.,ウサギは食べ物として植物を食べます。
,,,proper,"【形】（目的に）適切な, ふさわしい / 正式の",/'prɑpər/,It is proper to dress formally for a job interview.,仕事の面接では正装するのが適切です。
,,,pretty,"【形】(女・子供などが)きれいな, かわいらしい / (目・耳・心に) 快い,楽しい / 《話》(数量・規模・範囲などが) かなり大きい,相当な / 【副】かなり, わりあいに",/'prɪti/,The girl had a pretty dress on.,彼女はきれいなドレスを着ていた。
,,,program,"(催し物,テレビ・ラジオなど全体の)『プログラム』,『番組表』 / 『番組』, (特に)ラジオ番組,テレビ番組 / (行動の)『計画』,予定[表] / 手順,段取り / (学校の)教科課程[表] / (政党の)綱領,政策要綱 / (コンピューターの）プログラム",/prəʊˈɡræm/,I attended a program at the local community center.,私は地元のコミュニティセンターで催し物に参加しました。
,,,pull,"《しばしば副詞[句]を伴って》〈物〉‘を'引く,引っ張る,引いて動かす  / 〈人・人の体の一部・衣服など〉‘を'ぐいと引っ張る,強く引く  / …‘を'引き抜く,引き離す,取りはずす  / 《副詞[句]を伴って》〈布など〉‘を'引き裂く,引きちぎる  / 〈筋肉など〉‘を'引っ張って痛める,引きつらせる  / 《話》〈観客・支持者など〉‘を'引きつける,集める  / 《話》(…に向かって)〈ナイフ・ピストルなど〉を引き抜く《+名+on+名》  / 《米話》〈悪事・策略・冒険など〉‘を'やってのける  / 引っ張る,引く  / 引っ張られる,引ける  / 引きずるように動く  / こぐ,こいで進む ",/pʊl/,He pulled the heavy suitcase up the stairs.,彼は重いスーツケースを階段を上って引いた。
,,,river,"川  / (水以外のものの)流れ,多量の流出《+of+名》",/ˈrɪvər/,The river was so beautiful that it captivated my heart.,その川はとても美しくて、私の心を惹きつけた。
,,,pop,"ポンとはじける, ポンと音がする / …をポンと鳴らす",/pɒp/,The balloon popped when I sat on it.,私が座った時に風船がポンとはじけた。
,,,radio,ラジオ[放送]  / 〈C〉ラジオ[受信機]  / 〈U〉無線電信;〈C〉無線による通信  / ラジオの;無電(無線)の  / 〈通信〉‘を'無電(無線)で送る;〈人・船など〉‘に'無電を打つ  / 無電を打つ,/ˈreɪdi.oʊ/,I bought a radio for my bedroom.,私は自分の部屋用にラジオを買った。
,,,rain,《通例itを主語にして》雨が降る  / 雨のように降る  / (…に)…‘を'雨のように降らす《+名+on(upon)+名》,/reɪn/,I hope it doesn't rain tomorrow.,明日雨が降らないことを願います。
,,,question,"【名/C】質問, 問い, 質疑 / (討論・考慮すべき)問題 / 【名/U】疑問 / 【動/他】《…について》〈人〉に質問する《about ...》 / 〈事〉に疑いをかける",/kwɛs.tʃən/,What is the question?,どんな質問なのですか？
,,,quite,"【副】《英》(平均・期待と比べて) 割と, 比較的に / 全く, 完全に / 《米》《形容詞・副詞を修飾して》かなり, 相当に / ほんとうに",/kwaɪt/,She is quite tall for her age.,彼女は年齢に比べて割と背が高いです。
,,,rich,"【形】金持ちの, 富んだ / ぜいたくな / 豊かな / 濃い / 《話》非常におもしろい,こっけいな",/rɪtʃ/,He is a rich man.,彼は金持ちの男です。
,,,raise,"【動/他】を上げる / (倒れたものを)を起こす/ を高める,を増やす, を向上させる / を育てる / を募る /を提起する【名】昇給(額)；上げること",/reɪz/,She asked her boss for a raise.,彼女は上司に昇給を頼んだ。
,,,road,"【名】道路；…通り,…街,…街道",/roʊd/,I live on a quiet road.,私は静かな道路に住んでいます。
,,,responsible,【形】責任がある；信頼できる / 《...の》原因である《for》,/rɪˈspɒnsəbəl/,She is responsible for managing the project.,彼女はプロジェクトの管理を担当しています。
,,,rid,【動/他】《 AからBを》除去する；解放する《 A of B 》,/rɪd/,He rid himself of all his bad habits.,彼は自分自身の悪い習慣をすべて断ち切った。
,,,rock,"【動/他】(前後あるいは左右に)を揺り動かす, を振動させる【動/自】揺れ動く, 震動する【名/U/C】揺れ / 動揺",/rɑk/,She loves to listen to rock music.,彼女はロック音楽を聴くのが大好きです。
,,,room,"〈C〉部屋,室  / 〈U〉(人・物の占める)場所,空間(space)  / 〈U〉(事を)受け人れる余地《+for+名(doing)  / 《the room》《集合的に》部屋にいる人々,同席している人たち  / 〈C〉《複数形で》(一部屋または数部屋ある)貨し間,下宿  / (…に)下宿する,間借りする《+at+名〈場所〉,+with+名〈人〉》",/ruːm/,I will go to the room.,私は部屋に行きます。
,,,rough,"(表面が)粗い,ざらざらした,きめの粗い・でこぼこの  / (動きなどが)荒っぽい;(空・海などが)荒れた  / (人・態度などが)粗野な,荒々しい,無作法な  / おおよその,あらましの  / (ダイヤモンドなど)自然のままの,未加工の  / 《話》困難な,つらい,ひどい;(…に)ひどい,むごい《+on+名》  / (生活が)非文化的な,不便な  / 毛深い,毛むくじゃらの,毛が刈ってない  / …‘を'乱暴(手荒)に扱う《+up+名,+名+up》  / 〈計画・作品など〉‘の'概略を書く,‘を'ざっと下書きする《+in(out)+名,+名+in(out)》  / 〈物の表面など〉‘を'ざらざらにする ",/rʌf/,The surface of the table is rough.,テーブルの表面は粗いです。
,,,rule,"〈C〉規則,規定;法則  / 〈C〉慣例,慣習;通例,通則  / 〈U〉支配,統治;統治期間;統治権  / 〈C〉ものさし,定規(ruler)  / 〈国・人など〉‘を'支配する,統治する,統御する  / 《しばしば受動態で》〈感情などが〉〈人,人の行動など〉‘を'左右する,動かす  / 〈裁判所・裁判官などが〉…‘と'裁決する,決定する  / 〈紙〉‘に'線を引く  / (…を)支配する,統治する《+over+名》  / (…について)裁決する,判定する《+on+名》;(…に反対の)裁決をする《+against+名(doing)》・〈米俗〉抜群である、最高である",/ruːl/,The school has a strict rule about attendance.,学校には出席に関する厳しいルールがある。
,,,run,"走る,駆ける / 〈人が〉(…に)急ぐ,突進する《+for(to)+名》  / さっと逃げる,走り去る  / 急いで(とょっと)出かける(尋ねる)  / 〈乗り物が〉走る,(定期的に)運行する  / 自由に動く(動き回る)  / (…に)立候補する《+for+名》  / (進行形にできない)(ある方向へ)延びている,続いている  / (ある方向へ)〈植物が〉伸びている,はい延びている  / 〈物事が〉動く,機能を働かせる  / 〈事が〉続く,継続する  / (ある状態,特に困った状態に)なる,陥る,達する  / 〈記憶・考えなどが〉さっと頭(心)に浮かぶ,脳裏を走る",/rʌn/,I usually run in the morning for exercise.,私は通常、運動のために朝に走ります。
,,,safe,"安全な,危険のない  / 《come,arrive,bring,keepなどの補語にのみ用いて》無事な(に)  / 危険を引き起こさない,危害を加えない  / 安全を心がける,危険をおかさない  / 確かな,まちがいのない  / (野球で)セーフの  / 金庫  / (食料などを入れる)安全戸棚,貯蔵容器",/seɪf/,It is important to always wear a helmet while riding a bike to stay safe.,自転車に乗る際には常にヘルメットを着用して安全を確保することが重要です。
,,,something,"何か,あるもの,あること  / (…を)いくらか,多少,いささか《+of+名》  / 重要なこと(もの,人),かなりのもの,相当な人  / 何か現実のもの;実在するもの,実在  / 何か食べ物(飲み物)  / 何々,これこれ  / いくぶん,多少",/sʌmθɪŋ/,"I don't know what it is, but I'll find out something.",私は何かしらがわからないけど、何かしらは探し出すよ。
,,,roughly,"手荒く,乱暴に,ぞんざいに / おおよそ,概略",/ˈrʌfli/,He roughly estimated the cost of the project.,彼はプロジェクトのコストをおおよそ見積もった。
,,,science,"〈U〉科学;(特に)自然科学  / 〈C〉(個々の)科学,学問  / 〈U〉〈C〉(修練を要する)技術,わざ",/saɪəns/,Science is the study of the natural world.,科学とは自然界の研究である。
,,,sea,"【名/U】海,海洋；〖形容詞的に〗海の；...海；波；海岸",/siː/,The sea is beautiful.,海は美しい。
,,,seem,"(進行形にできない)(…のように)見える,思われる",/siːm/,You seem tired.,疲れているように見える。
,,,self,"(他人と区別して)自己,自分,自身  / 〈C〉(人・物の)本質,個性;性格の一面  / 〈U〉私利,私欲,私心  / 同じ材料でできた,共ぎれの",/sɛlf/,I am true to myself.,自分自身に忠実である。
,,,seriously,"【副】真剣に,まじめに,本気で / (事態・問題が)重大に,深刻で / 慎重に / 《話》 本気かい？ / 《話・文修飾》 真面目な話だけど",/sɪəriəsli/,I seriously need to finish this project by tomorrow.,明日までにこのプロジェクトを真剣に終わらせなければなりません。
,,,server,【名】奉仕者；サーバー,/'sɜːrvər/,The server brought us our drinks.,サーバーが私たちのドリンクを運んできました。
,,,sense,"〈C〉(五感による)感覚;(…の)感覚《+of+名》  / 〈U〉《しばしばa~》(…の)感じ,気持ち《+of+名》  / 〈U〉《a~,one's~》(…の)理解(認識)力,観念,センス《+of+名》  / 《one's senses》正常な感覚,正気  / 〈C〉《しばしば冠詩をつけないで》分別,良識  / 〈C〉(行動・発言・文などの)意義,意味(meaning)《+of(in)+名(doing)》  / 〈U〉(…の)(全体的な)意向,動向《+of+名》  / …‘を'感ずる,‘に'気づく",/sɛns/,I have a keen sense of smell.,私は嗅覚が鋭いです。
,,,seven,"〈C〉(数の)7;7の記号(7,VIIなど)  / 〈U〉7時,7分;7歳  / 〈C〉(カードの)7の札  / 〈C〉七つ(7人,7個)一組のもの  / 〈U〉《複数扱い》7人,7個  / 71の,7人の,7個の  / 《補語にのみ用いて》7歳の(で)",/'sɛvən/,There are seven days in a week.,週には7日あります。
,,,soon,"間もなく,近いうちに  / 早く,早目に  / 速やかに,さっさと",/suːn/,I will finish it soon.,それはすぐに終わります。
,,,short,"急に,突然",/ʃɔrt/,He stopped short when he saw the car coming towards him.,彼は車が彼に向かって来るのを見て、急に止まった。
,,,sick,"(人が)病気の / 《補語にのみ用いて》《…に》うんざりして,あきあきして《of ...》 / 《補語にのみ用いて》《…に》がっかりして《at, about ...》",/sɪk/,She looks sick and needs to see a doctor.,彼女は病気のようで、医者に診てもらう必要があります。
,,,sign,"(ある事実・状態・感情などの)表れ,印,気配,徴侯(indication);(…の)こん跡,計跡《+of+名》・身ぶり,手まね,合図  / 標識,看板  / (数学・音楽などの)記号  / (…の)象徴,シンボル(symbol)《+of+名》・《文》(…の)前兆,きざし《+of+名》・宮(きゅう)(黄道12区分の一つ) ・〈手紙・書類・作品など〉‘に'署名する・(…に)〈名前など〉‘を'書く《+名+on(to)+名》  / …‘を'雇う契約に署名する・…‘を'合図する,知らせる;…に合図する・署名する・契約書に署名して雇われる",/saɪn/,I saw a sign on the wall.,壁に看板があるのを見た。
